Title,Content,SKU,"Product Type",parent_id,"Regular Price",Permalink,Types,Periods,ajc_p_status,ajc_p_ringsize,ajc_p_resizeable
"Green & Black Enamel Cufflinks","Strong design with a zig zag engraved cross framed by green and black enamel.",641L/J,,0,825,http://www.antiquejewellerycompany.com/shop/green-black-enamel-cufflinks/,"Men's Jewellery>Cufflinks","Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Art Deco Gold & Cloisonne Enamel Cufflinks","A wonderful pair of 18ct gold Art Deco cufflinks which have been enamelled in red white and grey. The enamel is the cloisonne technique. The decoration is formed by first adding compartments (cloisons in French) to the cufflink by soldering or adhering silver or gold wires or thin strips placed on their edges. These remain visible in the finished piece, separating the different compartments of the enamel or inlays, which are often of several colours. It is then fired in a kiln and hand finished.",794B/OJ,,0,1650,http://www.antiquejewellerycompany.com/shop/art-deco-gold-cloisonne-enamel-cufflinks/,"Men's Jewellery>Cufflinks","Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Platinum & Gold Cufflinks","Engine turned platinum and gold stripes. Smart and elegant cufflinks which can be worn every day.",493L,,0,830,http://www.antiquejewellerycompany.com/shop/platinum-gold-cufflinks/,"Men's Jewellery>Cufflinks","Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Black & Red Enamel Cufflinks","The black and red colour combination is typical of the 1920s and the Art Deco period.",494L/J,,0,1050,http://www.antiquejewellerycompany.com/shop/black-red-enamel-cufflinks/,"Men's Jewellery>Cufflinks","Art Deco (1920-1935)",available,,"Art Deco (1920 - 1935)"
"Art Deco Gold & Black Enamel Cufflinks","An attractive pair of rectangular cufflinks with canted corners. They have been finely enamelled in black to emphasise the shape and reflect the Art Deco geometric fashion. They were made in the 1920s in America.",788B/OJ,simple,0,825,http://www.antiquejewellerycompany.com/shop/art-deco-gold-black-enamel-cufflinks/,"Men's Jewellery>Cufflinks","Art Deco (1920-1935)",available,,
"Suffragette Green Garnet, Diamond, Ruby & Natural Pearl Necklace","This is a most unusual floral necklace which is composed of different gem stones and Mississippi natural pearls. The stones are the secret message to other members or sympathisers of the Suffrage movement. Green Give, White Women, Vermilion Votes. It was made circa 1910 and has a wonderful colourful effect. It is 18ct gold.",J/J,simple,0,2950,http://www.antiquejewellerycompany.com/shop/green-garnet-diamond-ruby-natural-pearl-necklace/,Necklaces,"Edwardian (1901-1914)",sold,,
"Liberty & Co. Moonstone Necklace","A stylish Art Nouveau Liberty necklace with pretty moonstones with a lovely blue hue. The intricate clasp is typical of Liberty in that period. The delicate leaf motif in the gold work give the piece an organic feel.",,,0,,http://www.antiquejewellerycompany.com/shop/liberty-co-moonstone-necklace/,Necklaces,"Art Nouveau (1890-1915)",sold,,"Art Nouveau (1890 -1915)"
"Silver Victorian Acorn Collar","A lovely silver Victorian collar which has the acorn motif all around and bobbles on top. It is in excellent condition and looks fabulous on. These collars are rare.",201C,simple,0,750,http://www.antiquejewellerycompany.com/shop/silver-victorian-acorn-collar/,Necklaces,"Victorian (1839-1901)",sold,,
"Danish Silver Collar","A nice heavy quality necklace which was made circa 1950-60. It looks lovely on the neck.",31D,,0,550,http://www.antiquejewellerycompany.com/shop/danish-silver-collar/,Necklaces,"Mid-Century (1950s)",available,,"Mid-century (1950s)"
"Silver Collar with Square Sections","This silver collar looks great on the neck. It is a strong look. The square sections are broken up with star designs.",47D,,0,675,http://www.antiquejewellerycompany.com/shop/silver-collar-with-square-sections/,Necklaces,"Retro (1940s)",available,,"Retro (1940s)"
"Austro- Hungarian Silver & Garnet Bracelet","A pretty bracelet set with cabochon garnets which was made in Hungary circa 1910. It has pretty detail on the reverse.",738C,simple,0,475,http://www.antiquejewellerycompany.com/shop/austro-hungarian-silver-garnet-bracelet/,"Bracelets &amp; Bangles","Edwardian (1901-1914)",available,,
"Edwardian 15ct Gold Gate Bracelet",,66A,simple,0,1250,http://www.antiquejewellerycompany.com/shop/edwardian-15ct-gold-gate-bracelet-2/,"Bracelets &amp; Bangles","Edwardian (1901-1914)",sold,,
"Norwegian Black & White Enamel Bracelet","A very stylish and quite wide Norwegian silver bracelet which has good Art Deco design in predominantly white enamel with black highlights. The enamel is translucent with an etched design on the silver below. It was made circa 1935.",34D,,0,675,http://www.antiquejewellerycompany.com/shop/norwegian-black-white-enamel-bracelet/,"Bracelets &amp; Bangles","Art Deco (1920-1935)",available,,"Art Deco (1920 - 1935)"
"Arts & Crafts Pendant","A lovely botanical design in keeping with the Arts and Crafts movement. The pretty detail in the silver clasp continues the organic silver work of the pendant.",760L,,0,1850,http://www.antiquejewellerycompany.com/shop/arts-crafts-pendant/,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",available,,"Art Nouveau (1890 -1915)"
"Theadore Fahrner Lapis Lazuli Brooch","Theadore Fahrner was a German jewellery designer (1868-1929) who anticipated the geometric linear forms of the Art Deco period with his range of affordable Art Jewellery in silver, enamel and panels of hardstone set in borders of marcasite. This pendant is a lovely example of his work.",(TF)36L/J,simple,0,1000,http://www.antiquejewellerycompany.com/shop/theadore-fahrner-lapis-lazuli-brooch/,"Lockets &amp; Pendants","Art Deco (1920-1935)",available,,
"Edwardian Silver & Paste Pendant","A lovely silver and paste pendant which was made circa 1910. The centre is a sprig of flowers mounted on to a mother of pearl plaque. It was the costume jewellery of the time as it directly copied a diamond, platinum version.",773C,,0,375,http://www.antiquejewellerycompany.com/shop/edwardian-silver-paste-pendant/,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Diamond & Natural Pearl Double Drop Edwardian Pendant","A pretty double drop diamond and natural pearl pendant. It was made circa 1920 and has a platinum chain and is platinum fronted on the pendant and 14ct gold on the back. It is a delicate look, so it would suit someone who is petite.",960C,simple,0,1275,http://www.antiquejewellerycompany.com/shop/diamond-natural-pearl-double-drop-edwardian-pendant/,"Lockets &amp; Pendants","Edwardian (1901-1914)",available,,
"Rock Crystal & Flat Cut Garnet Heart Pendant","A rock crystal heart pendant which has a concave surface set with a pear shape gold and flat cut garnet centre. The crystal heart is Edwardian circa 1910. The centre is Georgian and has been added at some point.",711C,simple,0,1275,http://www.antiquejewellerycompany.com/shop/rock-crystal-flat-cut-garnet-heart-pendant/,"Lockets &amp; Pendants","Edwardian (1901-1914)",available,,
"9ct Gold Swallow Motif Locket","A pretty Edwardian 9ct gold oval locket with a swallow motif. It literally means that the bird is carrying a gift to you. It holds a sprig of flowers in it's beak.
The chain is not included as I have sold it!",91D,,0,275,http://www.antiquejewellerycompany.com/shop/9ct-gold-swallow-motif-locket/,"Lockets &amp; Pendants","Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Silver &; Enamel Swivel Locket","An Art Nouveau purple enamel locket in the shape of a flower, which swivels open to reveal a locket compartment. It is silver and was made circa 1910.",192C,simple,0,375,http://www.antiquejewellerycompany.com/shop/silver-enamel-swivel-locket/,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",sold,,
"Silver Gilt Victorian Locket on Chain","A good original silver gilt Victorian locket on its silver gilt chain. It has an attractive buckle motif which is smart and continues around the back of the locket. Inside there are two compartments for photographs.",772C,simple,0,675,http://www.antiquejewellerycompany.com/shop/silver-gilt-victorian-locket-on-chain/,"Lockets &amp; Pendants","Victorian (1839-1901)",available,,
"Carnelian & Gold Signet Ring","A plain cornelian and gold signet ring. It was made in the Victorian period and is ideal for engraving with a crest or monogram.",124D,,0,375,http://www.antiquejewellerycompany.com/shop/carnelian-gold-signet-ring/,"Seals &amp; Signet Rings","Edwardian (1901-1914)",sold,"UK Q, US 8, French 57 ¾, Japanese 16","Edwardian (1901 - 1914)"
"Faith & Hope Victorian Signet Ring","A well detailed carved banded cornelian intaglio signet ring which depicts faith and hope depicted by a cross and an anchor. It was a fairly common practice to select banded agates and cut through the white band to the colour underneath to create a contrast. It was made circa 1860 and is English.",129D,,0,375,http://www.antiquejewellerycompany.com/shop/faith-hope-victorian-signet-ring/,"Seals &amp; Signet Rings","Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Victorian Dolphin Intaglio 15ct Gold Signet Ring","A beautiful and unusual Victorian signet ring which is set with an almond shaped bloodstone. It has been engraved with a stylised dolphin which is most attractive. The shank is 15ct gold.",130D,,0,675,http://www.antiquejewellerycompany.com/shop/victorian-dolphin-intaglio-15ct-gold-signet-ring/,"Seals &amp; Signet Rings","Victorian (1839-1901)",sold,"UK M, US 6, French 52 ¾, Japanese 12","Victorian (1839 -1901)"
"Diamond Three Stone Edwardian Ring","A nice three stone diamond ring which has slightly oval shaped stones. It was made circa 1910 and has 1ct 10 points in total weight. It is 18ct gold with a platinum top. The diamonds are multi faceted old mine cuts.",138D,,0,2250,http://www.antiquejewellerycompany.com/shop/diamond-three-stone-edwardian-ring/,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,"UK N, US 6 ½, French 54, Japanese 13","Edwardian (1901 - 1914)"
"Diamond Three Stone Ring","A nice lively three stone diamond ring which was made circa 1910. The stones are clear, well matched and a good white colour.",123D,,0,1275,http://www.antiquejewellerycompany.com/shop/diamond-three-stone-ring/,"Rings>Engagement Rings","Edwardian (1901-1914)",sold,"UK N, US 6 ½, French 54, Japanese 13","Edwardian (1901 - 1914)"
"Micro Mosaic Silver Gilt Ring","This is a good example of a micro mosaic ring. It is very fine quality and a lovely subject of flowers in a basket. It was made circa 1820 in Italy and is better gift than a bouquet of flowers! The shank is silver gilt.",119D,simple,0,675,http://www.antiquejewellerycompany.com/shop/micro-mosaic-silver-gilt-ring/,"Rings>Dress Rings","Georgian (1714-1830)",sold,,1
"Georgian 15ct Gold Flat Cut Garnet & Natural Split Pearl Ring","A pretty late Georgian flat cut almandine garnet and natural split pearl ring. It is 15ct gold with engraved flower detail on the sides, and was made circa 1810.",155D,simple,0,675,http://www.antiquejewellerycompany.com/shop/georgian-15t-gold-flat-cut-garnet-natural-split-pearl-ring/,"Rings>Dress Rings","Georgian (1714-1830)",available,"UK O ½, US 7 ¼, French 56, Japanese 14 ½",1
"Silver Assyrian Victorian Locket","Ninip the God of Assyria, an ancient country of Asia, is depicted on this Victorian silver locket. There was a great revival of the study of ancient peoples in the late Victorian period, which led to depictions of ancient art in jewellery and furniture and pictures. The locket opens to reveal two compartments for photographs.",208C,simple,0,275,http://www.antiquejewellerycompany.com/shop/silver-assyrian-victorian-locket/,"Lockets &amp; Pendants","Victorian (1839-1901)",sold,,
"Silver & Gold Overlay Victorian Locket","A smart Victorian silver locket with a rose gold window motif in the centre. It has two compartments inside for photographs and was made circa 1880.",87D,,0,375,http://www.antiquejewellerycompany.com/shop/silver-gold-overlay-victorian-locket/,"Lockets &amp; Pendants","Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Natural Pearl & Diamond Pendant","A beautiful natural pearl and diamond pendant with a pretty natural pearl and gold chain. The diamonds are set in silver and provide a lovely contrast to the organic gold design surrounding the pearls.",402L/J,,0,4000,http://www.antiquejewellerycompany.com/shop/natural-pearl-diamond-pendant/,"Lockets &amp; Pendants","Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Art Nouveau Citrine Pendant","A lovely Art Nouveau citrine pendant in a Glasgow Jewellers fitted box. This piece shows the imaginative design of the period illustrating two dolphins swimming down to hold the citrine in their mouths. The delicate engraving of the creatures and the intricate gold setting of the citrines make this a stunning and rare piece.",782J,simple,0,1275,http://www.antiquejewellerycompany.com/shop/art-nouveau-citrine-pendant/,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",available,,
"Georgian Flat Cut Garnet Cross","A pretty Georgian flat cut garnet cross which has a nice repoussee detail round the central garnet. The garnets are foil backed for translucency. It was made circa 1800.",160D,simple,0,675,http://www.antiquejewellerycompany.com/shop/georgian-flat-cut-garnet-cross/,"Lockets &amp; Pendants","Georgian (1714-1830)",available,,
"Moonstone & Garnet Arts & Crafts Necklace","A very decorative Arts and Crafts pendant on chain which was made circa 1910 when the combination of moonstones and garnets were in fashion. The moonstone is a lovely blue/white colour which is now rare to find in modern jewellery.",82D,,0,750,http://www.antiquejewellerycompany.com/shop/moonstone-garnet-arts-crafts-necklace/,Necklaces,"Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Amethyst & Diamond Platinum Pendant on Chain","A striking Art Deco Siberian amethyst and diamond set pendant in platinum and 18ct gold on a platinum chain. It was made circa 1925 and is in very good condition, and has a heavy quality about it.",79D,,0,1875,http://www.antiquejewellerycompany.com/shop/amethyst-diamond-platinum-pendant-on-chain/,"Lockets &amp; Pendants","Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Silver Art Nouveau Necklace by Murrle Bennett","A well designed and beautiful silver Art Nouveau necklace which has been enamelled in blues and greens. It was retailed by Murrle Bennett.",46Z,simple,0,1250,http://www.antiquejewellerycompany.com/shop/silver-art-nouveau-necklace-by-murrle-bennett/,Necklaces,"Art Nouveau (1890-1915)",sold,,
"Art Deco Diamond Flower Drop Pendant","In full, original condition, and in its original case with blue velvet backing and a silk lining. The diamonds are really white and sparkle magnificently. It is engraved in very small writing on the back ""Edith John 1936"".",108D,simple,0,5250,http://www.antiquejewellerycompany.com/shop/art-deco-diamond-flower-drop-pendant/,"Lockets &amp; Pendants","Art Deco (1920-1935)",available,,
"French St Esprit Silver & Paste Pendant","Saint Esprit translates as the Holy Ghost and is a dove shaped religious symbol. Popular in the late eighteenth century as a religious icon. These were particularly popular in France. This is a good example as it not only has white paste but coloured as well. The dove is holding the olive branch for peace in it's beak. It is silver and was made circa 1820.",999B,simple,0,675,http://www.antiquejewellerycompany.com/shop/french-st-esprit-silver-paste-pendant/,"Lockets &amp; Pendants","Georgian (1714-1830)",sold,,
"Murrle Bennett Gold & Turquoise Necklace","Murrle, Bennett and Company was a wholesale jewellers established in London in 1884 by Ernst Mürrle and J B Bennett. They sold the jewellery fashions of the time which was Art Nouveau and imported many pieces by Theodor Farhner from Pfortzeim in Germany. This is a 15ct gold pendant set with turquoise and stamped with the Murrle Bennett monogram. The chain has been added but is of the period and is 9ct gold.",793C,simple,0,750,http://www.antiquejewellerycompany.com/shop/murrle-bennett-gold-turquoise-necklace/,Necklaces,"Art Nouveau (1890-1915)",sold,,
"Art Nouveau Carved Horn Double Flower Pendant","An interesting carved horn pendant made circa 1910 in France. It is Art Nouveau with ceramic beads on a braided chain. It is unsigned.",813C,,0,1500,http://www.antiquejewellerycompany.com/shop/art-nouveau-carved-horn-double-flower-pendant/,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",sold,,"Art Nouveau (1890 -1915)"
"Carved Horn Art Nouveau Pendant by George Pierre","A good example of a carved horn pendant by George Pierre who was one of the main designers and carvers of horn jewellery in the Art Nouveau period in France. Very collectable especially this one as it has the added element of s bug on top of the flower.

The chain has 4 turquoise glass round beads with a small round horn bead on either side of them.",811C,simple,0,1750,http://www.antiquejewellerycompany.com/shop/carved-horn-art-nouveau-pendant-by-george-pierre/,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",sold,,
"Art Nouveau Carved Horn Bug Pendant","A truly wonderful Art Nouveau bug pendant on it's original braided and beaded chain. It is in great condition and a brilliant design. It was made in France circa 1910. It is unsigned but obviously by a very good maker.",814C,,0,1500,http://www.antiquejewellerycompany.com/shop/art-nouveau-carved-horn-bug-pendant/,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",sold,,"Art Nouveau (1890 -1915)"
"Carved Horn Art Nouveau Pendant with Ladybird","This is a really charming Art nouveau piece. It is really imaginatively carved in horn which has been subtly coloured to emphasise the form. Then there is a sweet little ladybird on the main leaf which adds a little humour. It is not signed but was made in France around 1910.",901B,,0,1750,http://www.antiquejewellerycompany.com/shop/carved-horn-art-nouveau-pendant-with-ladybird/,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",sold,,"Art Nouveau (1890 -1915)"
"Elizabeth Bonté Art Nouveau French Horn Butterfly Pendant",,J446L,simple,0,1275,http://www.antiquejewellerycompany.com/shop/art-nouveau-french-horn-butterfly-pendant-by-bonte/,"Lockets &amp; Pendants","Art Nouveau (1890-1915)",sold,,
"Silver Victorian Collar","A pretty Victorian silver collar which has been engraved with flowers on every other link and has plain sections in between. It was made circa 1880.",789C,simple,0,475,http://www.antiquejewellerycompany.com/shop/silver-victorian-collar-3/,Necklaces,"Victorian (1839-1901)",sold,,
"15ct Gold & Diamond Victorian Round Locket","A simple and smart late Victorian diamond set round locket. It opens to reveal two compartments for photographs. It is set with an old rectangular mine cut diamond.",166D,simple,0,675,http://www.antiquejewellerycompany.com/shop/15ct-gold-diamond-victorian-round-locket/,"Lockets &amp; Pendants","Victorian (1839-1901)",sold,,
"Regency Miniature attributed to Georgiana Duchess of Devonshire","A fabulous, large oval miniature, believed to be of the young Georgiana, Duchess of Devonshire. On the reverse there is a lock of hair and the frame is 18ct gold, set with natural pearls. It is very well painted on ivory, circa 1820. The frame is later, circa 1860.",174D,,0,3750,http://www.antiquejewellerycompany.com/shop/regency-miniature-attributed-to-georgiana-duchess-of-devonshire/,"Lockets &amp; Pendants","Georgian (1714-1830)",available,,"Georgian (1714 - 1830)"
"Dress Clips by Dorrie Nossiter","Pair of turquoise, gold, garnet and silver earclips by Dorie Nossiter. Nossiter crafted precious jewellery during the English Arts and Crafts movement in both silver and gold.",238L,simple,0,1900,http://www.antiquejewellerycompany.com/shop/dress-clips-by-dorrie-nossiter/,Earrings,"Art Deco (1920-1935)",available,,
"Dorrie Nossiter Garnet Earrings","Nossiter crafted precious jewellery in the English Art and Crafts Tradtion in both sterling silver and gold. Her work is known for her use of colour and floral and curvature lines using gemstones in motifs. These earrings are a lovely example of her floral inspiration with silver set garnet clusters with interspersed gold balls.",79L/J,simple,0,825,http://www.antiquejewellerycompany.com/shop/dorrie-nossiter-garnet-earrings/,Earrings,"Art Deco (1920-1935)",sold,,
"Victorian 15ct Gold Diamond Set Flower Earrings","A good every day pair of Victorian Earrings which were made circa 1880. They are 15ct gold and are set with small diamonds. The motif of flowers were a popular design. They are in good condition.",136D,simple,0,375,http://www.antiquejewellerycompany.com/shop/victorian-15ct-gold-diamond-set-flower-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"15ct Gold Victorian Round Earrings","A good every day pair of 15ct gold round earrings with the tiniest of diamonds in each one. They were made circa 1880 and are marked 15ct on the backs.",126D,simple,0,330,http://www.antiquejewellerycompany.com/shop/15ct-gold-victorian-round-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Flat Cut Garnet & Pearl Drop Earrings","A really pretty pair of garnet and pearl 9ct gold drop earrings. The garnets are foiled and are flat cut. They were made circa 1900.",162D,simple,0,250,http://www.antiquejewellerycompany.com/shop/flat-cut-garnet-pearl-drop-earrings/,Earrings,"Edwardian (1901-1914)",sold,,
"Long Drop Diamond Edwardian Earrings","A beautiful pair of diamond set and platinum drop earrings. They were made circa 1910 and are articulated. I always study the reverse side of earrings before buying them. The sign of good workmanship is if the settings have been finished well. If they have just been drilled then it is shoddy, and the chances are that the diamonds will be bad quality as well. This pair have been filed and finished on the reverse and the diamonds are matched and good quality.",144D,simple,0,3250,http://www.antiquejewellerycompany.com/shop/long-drop-diamond-edwardian-earrings/,Earrings,"Edwardian (1901-1914)",sold,,
"Victorian Coral & Diamond Star Drop Earrings","A beautiful pair of Neapolitan coral and diamond earrings. They are very striking on the ear, and the coral is a lovely soft colour which contrasts well with the gold.",158D,simple,0,1500,http://www.antiquejewellerycompany.com/shop/victorian-coral-diamond-star-drop-earrings/,Earrings,"Victorian (1839-1901)",sold,,
"Victorian 15ct Gold & Hardstone Scottish Earrings","Victorian Scottish drop earrings set to the centre with citrines in a bloodstone and jasper surround. All the stones are local to Scotland. They are rare and highly collectable. Made around 1860 when Queen Victoria bought Balmoral castle and Scottish jewels were in.",175D,simple,0,2500,http://www.antiquejewellerycompany.com/shop/victorian-15ct-gold-hardstone-scottish-earrings/,Earrings,"Victorian (1839-1901)",available,,
"Victorian 9ct Gold Guard Chain","Always popular and very wearable these Victorian guard chains are lovely. The gold is a gentle reddish colour. It was made circa 1890.",127D,simple,0,975,http://www.antiquejewellerycompany.com/shop/victorian-1890s-9ct-gold-guard-chain/,Chains,"Victorian (1839-1901)",sold,,
"Dorrie Nossiter Mixed Gemstone Brooch","A lovely example of Dorrie Nossiter design. The Opal, Ruby and Tourmaline stones make this a statement piece that won't go unnoticed.",562L,simple,0,2250,http://www.antiquejewellerycompany.com/shop/dorrie-nossiter-mixed-gemstone-brooch/,Brooches,"Art Deco (1920-1935)",available,,
"Dorrie Nossiter Garnet & Blister Pearl Brooch","Nossiter crafted precious jewellery in the English Arts and Crafts Tradition in both sterling silver and gold. This lovely organic design is a great example of her work. The silver set garnet and blister pearls are interspersed with gold leaves that seem to be tangled amongst the sparkling gems.",158L/J,simple,0,850,http://www.antiquejewellerycompany.com/shop/dorrie-nossiter-garnet-blister-pearl-brooch/,Brooches,"Art Deco (1920-1935)",sold,,
"Opal & Diamond Shell Brooch","An interesting opal and diamond shell shape brooch. The opals are a very lively colour, and are complimented by diamonds below and fanning out above. The over all effect is stylish and smart. It was made circa 1940 and is 18ct gold.",117D,simple,0,1650,http://www.antiquejewellerycompany.com/shop/opal-diamond-shell-brooch/,Brooches,"Retro (1940s)",available,,
"Evald Nielsen Amber & Silver Brooch","A good example of a large silver and amber brooch by Evalde Nielsen. Throughout his whole life Evald Nielsen was characterized by his wholehearted holding on to skilful craftsmanship and excellent quality. To him the fully trained craftsman was the one and only to design and create. Unlike George Jensen he designed and made everything in his workshop. Evald Nielsen 1879- 1958, was a Danish silversmith and long-standing master of the Goldsmith's Guild of Copenhagen.",121D,,0,1275,http://www.antiquejewellerycompany.com/shop/evald-nielsen-amber-silver-brooch/,Brooches,"Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Silver & Gold Niello Bracelet","A well designed niello bracelet which can be worn on both sides. One side has gold on the top of the links, the other is niello only. Niello is a black mixture of copper, silver, and lead sulphides, used as an inlay on engraved or etched metal. It is a complex and ancient method and very striking as a result. This bracelet was made circa 1930.",128D,,0,675,http://www.antiquejewellerycompany.com/shop/silver-gold-niello-bracelet/,"Bracelets &amp; Bangles","Art Deco (1920-1935)",sold,,"Art Deco (1920 - 1935)"
"Art Nouveau Turquoise & Gold Bracelet","For any turquoise fans out there this is a lovely turquoise matrix bracelet. It is 9ct gold and was made circa 1910-1920. The turquoise has been chosen carefully to match and the bracelet sections are really smart in between.",122D,simple,0,975,http://www.antiquejewellerycompany.com/shop/art-nouveau-turquoise-gold-bracelet/,"Bracelets &amp; Bangles","Art Nouveau (1890-1915)",sold,,
"Bohemian Garnet Bracelet","A decorative Bohemian garnet bracelet in low carat gold which was made circa 1880. It is composed of graded clusters of garnets all around.",171D,simple,0,675,http://www.antiquejewellerycompany.com/shop/bohemian-garnet-bracelet/,"Bracelets &amp; Bangles","Victorian (1839-1901)",sold,,
"Art Deco White & Green Paste Silver Bracelet","A very smart Art Deco silver bracelet set with green and white paste to simulate emeralds and diamonds. It is in good condition.",165D,,0,675,http://www.antiquejewellerycompany.com/shop/art-deco-white-green-paste-silver-bracelet/,"Bracelets &amp; Bangles","Art Deco (1920-1935)",available,,"Art Deco (1920 - 1935)"
"Egyptian Revival Enamel Bracelet","An interesting silver enamel bracelet which was made in the 1920s when more discoveries were made in Egypt, and there was a revival of interest in ancient relics. This bracelets records buildings and monuments in coloured enamels.",791B,simple,0,675,http://www.antiquejewellerycompany.com/shop/egyptian-revival-enamel-bracelet/,"Bracelets &amp; Bangles","Art Deco (1920-1935)",sold,,
"French 18ct Gold & Cabochon Sapphire Bracelet","A really stylish and well made French curb bracelet which has been set with cabochon sapphires all around. It was made in the 1920s.",43Z,simple,0,1750,http://www.antiquejewellerycompany.com/shop/french-18ct-gold-cabochon-sapphire-bracelet/,"Bracelets &amp; Bangles","Art Deco (1920-1935)",sold,,
"Scottish Silver & Agate Victorian Bracelet","A nice example of a VIctorian silver Scottish agate bracelet which was made circa 1870. This combination of banded cornelian and banded onyx was often used and contrasts well. The padlock clasp is original to the piece.",61D,simple,0,675,http://www.antiquejewellerycompany.com/shop/scottish-silver-agate-victorian-bracelet/,"Bracelets &amp; Bangles","Victorian (1839-1901)",sold,,
"Dearest 15ct Gold Victorian Bracelet","Increasingly rare these bracelets are a joy to find as the precious stones in them spell ""DEAREST"".( Diamond, Emerald, Amethyst, Ruby, Emerald, Sapphire, Topaz) It was given as a token of affection in the late Victorian period. It is as appropriate now as it was then.",921C,,0,1500,http://www.antiquejewellerycompany.com/shop/dearest-15ct-gold-victorian-bracelet/,"Bracelets &amp; Bangles","Victorian (1839-1901)",sold,,"Victorian (1839 -1901)"
"Torquay Regency Fossil Bracelet","I have a fatal weakness for fossilised stones. They were prized in the Georgian period and collected to be admired in cabinets or set in jewellery such as this example. The stones are carefully chosen and absolutely beautiful in their individual way. They are mounted in pinchbeck. They are in fact a mixture of corals and fossils and were sourced in Devon around Torquay.",967C,,0,975,http://www.antiquejewellerycompany.com/shop/torquay-regency-fossil-bracelet/,"Bracelets &amp; Bangles","Georgian (1714-1830)",sold,,"Georgian (1714 - 1830)"
"Georgian Cut Steel Oval Plaque Bracelet","This is a very good example of a Georgian cut steel bracelet. It was made circa 1780-1800 and has navette shaped sections which are beautifully set with cut steel. Each piece was riveted in. It was a time consuming and very accurate process which cannot be replicated nowadays. There is no rust which is important to collectors.",933C,simple,0,1275,http://www.antiquejewellerycompany.com/shop/georgian-cut-steel-oval-plaque-bracelet/,"Bracelets &amp; Bangles","Georgian (1714-1830)",sold,,
"Amethyst & Caged Pearl Drop Earrings","A pretty pair of delicate amethyst and baroque pearl drop earrings which would be suitable for a bride or young girl. They are 9ct gold and were made circa 1910 when caged pearls were the fashion.",588J/J,,0,375,http://www.antiquejewellerycompany.com/shop/amethyst-caged-pearl-drop-earrings/,Earrings,"Art Nouveau (1890-1915)",sold,,"Art Nouveau (1890 -1915)"
"Opal & Diamond Organic Style Earrings","Oval drop opals topped with diamond leaves and round opals. A pretty organic design with lovely tones - the opals show a spectre of colour (greens, blues, reds/pinks).",OPAL/J,simple,0,850,http://www.antiquejewellerycompany.com/shop/opal-diamond-organic-style-earrings/,Earrings,"Art Nouveau (1890-1915)",sold,,
"Gold Drop Bell Earrings","Quirky 9ct bell shaped earrings which tinkle as you move! There is lovely engraved detailing around the bell which encloses the clapper.",22K/J,,0,525,http://www.antiquejewellerycompany.com/shop/gold-drop-bell-earrings/,Earrings,"Retro (1940s)",sold,,"Retro (1940s)"
"Ruby & Diamond Earclips","A pair of yellow gold Ruby and Diamond earclips of foliate design made around 1870-1980. The engraved detail gives these earrings a strong vintage look. ",CLIP/J,simple,0,2250,http://www.antiquejewellerycompany.com/shop/ruby-diamond-clip-earrings/,Earrings,"Modern (1960s onwards)",sold,,
"Ceylon Sapphire & Diamond Edwardian Cluster Earrings","A really pretty pair of sapphire and diamond cluster earrings. They were made circa 1910 and are platinum. The diamonds are evenly matched and the sapphires are a lovely Ceylon blue.",622B,,0,1275,http://www.antiquejewellerycompany.com/shop/ceylon-sapphire-diamond-edwardian-cluster-earrings/,Earrings,"Edwardian (1901-1914)",sold,,"Edwardian (1901 - 1914)"
"Cinnamon & White Diamond Cluster Earrings","A good pair of diamond cluster earrings made in the 1950s. The two central diamonds are a good white colour and are 10 points each. The surrounding diamonds are a pale cinnamon colour for contrast.",632B,,0,975,http://www.antiquejewellerycompany.com/shop/cinnamon-white-diamond-cluster-earrings/,Earrings,"Mid-Century (1950s)",sold,,"Mid-century (1950s)"
