Post ID	Product SKU	Product Title	Product Status	Product Status 2	Product URL	Product Description	Product Price	Product Regular Price	Product Sale Price	Product Stock Status	Product Image Gallery	Product Type	Product Materials	Product Period	Type	Gender	Collection
4167	199D	Victorian 9ct Gold Guard Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/antique-victorian-9ct-gold-guard-chain	A nice example of a long 9ct gold chain which is called a guard chain. It is in very good condition and was made circa 1890. It looks great wound round the neck twice, as it shows the detail of the different links.	975	975	N/A 	instock	4168,4169,4170	simple	metals/gold	victorian	antique-chains	female	the-classics
25015	810F	Edwardian Diamond Cluster Ring with Diamond Shoulders	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-diamond-cluster-ring-with-diamond-shoulders-3	A wonderful diamond cluster ring with a central diamond which measures a carat. It was made circa 1900-1910 in Austria and has a ribbed shank. It is a classic and beautiful ring which would be ideal as an engagement ring.	3950	3950	N/A 	instock	25016,25018,25019,25020,25021,25022,25023,25024,25025,25026	simple	platinum/precious-stones/diamond/metals/gold	edwardian	antique-engagement-rings	female	i-love-you
25027	689F	Art Nouveau Gold & Opal Ring	publish	available	https://www.antiquejewellerycompany.com/shop/art-nouveau-gold-opal-ring	A very pretty Art Nouveau ring with a central good colour opal framed with stylised leaves. It was made circa 1910.	675	675	N/A 	instock	25028,37701,25029,25030,25031,25032,25033,25034,25035,25036	simple	opal/metals/gold	art-nouveau	antique-rings	female	N/A
42407	56/J	Art Deco 18ct Gold, Platinum Montana Sapphire &amp; Diamond Ring	publish	available	https://www.antiquejewellerycompany.com/shop/art-deco-18ct-gold-platinum-montana-sapphire-diamond-ring	A pretty 18ct gold and platinum top Art Deco ring. It is set with a good deep blue oval sapphire which is surrounded by good white well matched diamonds in a step design. It was made circa 1920.	1875	1875	N/A 	instock	42408,44557,42661,42664,42665,42659,42660,42663,42662	simple	platinum/precious-stones/diamond/gold/metals/sapphire	art-deco	antique-engagement-rings	female	N/A
25070	825F	Silver Gilt & Enamel Owl Brooch by David Anderson	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-gilt-enamel-owl-brooch-by-david-anderson	A charming little chap designed by David Anderson whose Norwegian firm excelled in good enamelled pieces.	375	375	N/A 	instock	25072,25071	simple	metals/silver/enamel	mid-century	antique-brooches	female	N/A
25073	417F	Silver Gilt Cat Charm	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-gilt-cat-charm	A great little silver gilt charm of a playful cat with ruby eyes. It was made circa 1900-1910.	95	95	N/A 	instock	25074,25075	simple	garnet/silver/metals	edwardian	antique-charms	female	N/A
25076	769C	Victorian 18ct Gold & Multi Gem Stone Crown Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-multi-gem-stone-crown-brooch	A fantastic 18ct gold, late Victorian crown brooch set with nine natural pearls and emeralds, sapphires and a ruby. It is very well made and unusual.	975	975	N/A 	instock	25077,25078	simple	precious-stones/gold/metals/pearl/sapphire/emerald/ruby	victorian	antique-brooches	male	wonder-room
25079	817F	Victorian 18ct Gold & Bloodstone Bird Intaglio Seal	publish	available	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-bloodstone-bird-intaglio-seal	A charming 18ct gold small seal set with a bloodstone. The bloodstone is engraved with an eagle holding a spray in its beak and a monogram. It was made circa 1860.	375	375	N/A 	instock	25082,25080,25081,25083,25084,25085,25086	simple	metals/bloodstone/gold	victorian	antique-seals-signet-rings	female	N/A
25087	839F	Diamond & 18ct Gold Rub Over Set Stud Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-18ct-gold-rub-over-set-stud-earrings	Neat and to the point, these earrings are for daily wear and look really smart on the ear.	675	675	N/A 	instock	25092,25088,25089,25090,25091	simple	precious-stones/diamond/metals/gold	modern	antique-earrings	female	N/A
42411	58/J	Edwardian 18ct Gold, Platinum, Sapphire &amp; Diamond Oval Cluster Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-platinum-sapphire-diamond-oval-cluster-ring-2	A pretty 18ct gold oval cluster ring set with an oval sapphire surrounded by well matched white diamonds. It was made circa 1900-1910. The top is platinum and the shank is 18ct gold.	1275	1275	N/A 	instock	42412,44555,42675,42678,42679,42673,42674,42677,42676	simple	platinum/precious-stones/diamond/gold/metals/sapphire	edwardian	antique-engagement-rings	female	N/A
25093	549C	Diamond &amp; Platinum Line Bracelet	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-platinum-line-bracelet	A very smart diamond line bracelet consisting of baguette diamonds and round brilliant cut diamonds.	4250	4250	N/A 	instock	25094,25095,25096,25097	simple	platinum/precious-stones/diamond/metals	modern	antique-bracelets-bangles	female	N/A
25098	822F	Art Deco Silver Gilt & Marcasite Necklace by Theodor Farhner	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-gilt-marcasite-necklace-by-theodore-fahrner	An unusual necklace made by the famous firm which Theodor Fahrner founded in Pforzeim in the Black Forrest in Germany. It is silver gilt and set with marcasite which is iron pyrites. This gives a lift and contrast to the design.	675	675	N/A 	instock	25101,25102,25099,25100	simple	marcasite/silver/metals	art-deco	antique-necklaces	female	N/A
25103	823F	Art Deco Silver Gilt Necklace by Theodor Farhner	publish	available	https://www.antiquejewellerycompany.com/shop/art-deco-silver-gilt-necklace-by-theodore-fahrner	An unusual necklace made by the famous firm which Theodor Fahrner founded in Pforzeim in the Black Forest in Germany. It is silver gilt and typical of the Art Deco period.	675	675	N/A 	instock	25104,25105,25106,25107	simple	silver/metals	art-deco	antique-necklaces	female	decodence
25108	821F	Edwardian Silver, Gold & Niello Guard Chain	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-silver-gold-niello-guard-chain	A good long silver and niello guard chain made circa 1910. It looks fabulous on the neck wound round twice.	1275	1275	N/A 	instock	25110,25109	simple	metals/silver/gold	edwardian	antique-chains	female	N/A
25111	818F	18ct White Gold Ring set with an Oval Natural Ceylon Sapphire	publish	sold	https://www.antiquejewellerycompany.com/shop/18ct-white-gold-ring-set-with-an-oval-natural-ceylon-sapphire	For fans of sapphires this is a lovely ring. The 18ct white gold shank is simple because it is all about the three carat oval Ceylon sapphire which is a beautiful cornflower blue colour. It is a good size and looks lovely on the finger.	2500	2500	N/A 	instock	25112,25113,25114,25115,25116,25117,25118,25119	simple	precious-stones/metals/gold/sapphire	mid-century	antique-engagement-rings	female	the-classics
25120	819F	Art Deco Burma Ruby & Diamond Rollover Ring	publish	available	https://www.antiquejewellerycompany.com/shop/art-deco-burma-ruby-diamond-rollover-ring	A wonderful unusual Art Deco platinum, ruby and diamond ring. The natural Burma rubies are a good contrast to the white diamonds and accentuate the overall design. It would make a wonderful and original engagement ring. 	2500	2500	N/A 	instock	25121,37702,25122,25123,25124,25125,25126,25127,25128,25129	simple	platinum/precious-stones/diamond/ruby/metals	art-deco	antique-engagement-rings	female	N/A
25130	813F	Victorian Rectangular Emerald & Diamond 18ct Gold Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-rectangular-emerald-diamond-18ct-gold-ring	A really good Columbian emerald and diamond Victorian ring. The emerald is highlighted by two diamonds on either side and a pretty shank. It was made circa 1890-1900.	2650	2650	N/A 	instock	25131,25132,25133,25134,25135,25136,25137,25138,25139	simple	precious-stones/diamond/metals/gold/emerald	victorian	antique-engagement-rings	female	N/A
42418	61/J	Art Deco 18ct White Gold, Sapphire &amp; Diamond Rectangular Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-18ct-white-gold-sapphire-diamond-rectangular-ring	A pretty Art Deco 18ct white gold ring set with three French cut sapphires which are surrounded by good white evenly matched diamonds. It sits well on the finger as it curves round neatly. It would be ideal as an engagement ring.	1875	1875	N/A 	instock	42419,44478,42688,42690,42691,42686,42687,42689	simple	precious-stones/diamond/metals/gold/sapphire	art-deco	antique-engagement-rings	female	N/A
25140	831F	Art Deco Pearl & Diamond Twist Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-pearl-diamond-twist-ring	An unusual Art Deco 18ct white gold, natural pearl and diamond ring. It is well designed with the double twist idea incorporating the diamonds and pearl.	1650	1650	N/A 	instock	25141,25142,25143,25144,25145,25146,25147,25148	simple	pearl/precious-stones/diamond/metals/gold	art-deco	antique-engagement-rings	female	decodence
25149	815F	Art Deco Sapphire Stripe & Diamond Triangles Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-sapphire-stripe-diamond-triangles-ring	A finely made Art Deco ring set with four French cut sapphires and diamonds. The top is platinum and the shank is 18ct gold. It was made circa 1920. These rings are hard to find in good original condition and it would make an unusual and original engagement ring.	1875	1875	N/A 	instock	25150,25151,25152,25153,25154,25155,25158,25156,25157	simple	platinum/precious-stones/diamond/gold/metals/sapphire	art-deco	antique-engagement-rings	female	decodence
25159	816F	Art Deco Solitaire Ring with Diamond Set Scroll Shoulders	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-solitaire-ring-with-diamond-set-scroll-shoulders	A lovely solitaire diamond ring with high scroll shoulders which compliment the centre stone. The diamond measures 75 points and is a good white colour. It is typical of the Art Deco period.	2500	2500	N/A 	instock	25160,25161,25162,25163,25164,25165,25166,25167,25168,25169	simple	platinum/precious-stones/diamond/metals/gold	art-deco	antique-engagement-rings	female	i-love-you
4194	177D	Pearl Heart 18ct Gold Edwardian Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/pearl-heart-18ct-gold-edwardian-earrings	I have never come across matched heart shape mabe or blister pearls such as these before. They are a really lovely pale ivory colour and are set in marked 18ct gold mounts. They were made in the Edwardian period when Princess Alexandra set the fashion for pretty pearl jewellery.	975	975	N/A 	instock	4195,4196,4197	N/A	pearl/metals/gold	edwardian	antique-earrings	female	bridal
25170	826F	Edwardian Old Mine Cut & Rose Cut Diamond Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-old-mine-cut-rose-cut-diamond-ring	A finely made three stone diamond ring with small rose diamonds in an open work setting around. It was made circa 1910-1920. The top is platinum and the shank is 18ct gold. It would make an ideal engagement ring.	1650	1650	N/A 	instock	25171,25172,25173,25174,25175,25176,25177,25178,25179	simple	platinum/precious-stones/diamond/metals/gold	edwardian	antique-engagement-rings	female	N/A
25180	827F	Art Nouveau Diamond Zig Zag Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-nouveau-diamond-zig-zag-ring	A pretty ring set with two old mine cut diamonds and nine small rose cut diamonds. It has a platinum top and an 18ct gold shank and was made circa 1910-1920. It looks very stylish on the finger.	1275	1275	N/A 	instock	25181,37704,25182,25183,25184,25185,25186,25189,25187,25188	simple	platinum/precious-stones/diamond/metals/gold	art-nouveau	antique-engagement-rings	female	N/A
42426	65/J	Edwardian 18ct Gold, Sapphire &amp; Diamond Crossover Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-sapphire-diamond-crossover-ring-2	An unusual 18ct gold and platinum crossover ring set with a good deep blue sapphire and a bright white diamond in square shaped mounts. It was made circa 1900-1910.	975	975	N/A 	instock	42427,44564,42713,42715,42711,42712,42714	simple	platinum/precious-stones/diamond/gold/metals/sapphire	edwardian	antique-engagement-rings	female	N/A
47888	220K	Art Deco 18ct Gold Round Locket Set With Sapphire &amp; Diamonds	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-18ct-gold-round-locket-set-with-sapphire-diamonds	A very smart 18ct gold round locket made circa 1920-1930. It is set with a cabochon sapphire and four small diamonds within a key design motif. Inside are two compartments for photos.	1275	1275	N/A 	instock	47889,47893,47892,47891,47890	simple	precious-stones/diamond/metals/gold/sapphire	art-deco	antique-lockets-pendants	female	N/A
36966	240H	N/A	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-gold-seal-with-carnelian-intaglio-of-a-mans-head	An 18ct gold seal set with a carnelian with an intaglio of a Greek/Roman head. It was made circa 1820. It would look great worn on a chain together with other seals.	375	375	N/A 	instock	36967,37158,37159,37157	simple	carnelian/metals/gold	georgian	antique-seals-signet-rings	male	N/A
25190	814F	Georgian Regard Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-regard-ring-2	"A good example of a late Georgian 15ct gold ring set with a ruby, emerald, garnet, amethyst, ruby and diamond - the first letter of each stone spelling ""Regard"". Sentimental jewellery was all the rage in Georgian and Victorian jewellery. There were other pieces which spelt \"	1875	1875	N/A 	instock	25191,25192,25193,25194,25195,25196,25197,25198	simple	precious-stones/diamond/gold/garnet/metals/semi-precious-stones/amethyst/emerald/ruby	georgian	antique-engagement-rings	female	N/A
25199	842F	Eternity Ring set with Large Baguette Diamonds	publish	sold	https://www.antiquejewellerycompany.com/shop/eternity-ring-set-with-large-baguette-diamonds	A good diamond eternity ring set with even coloured baguette diamonds. The total weight is 4.22 carats which is engraved inside the shank.	3500	3500	N/A 	instock	25200,25201,25202,25203,25204	simple	precious-stones/diamond/metals/gold	modern	antique-eternity-swivel-rings	female	N/A
25205	837F	Sardonyx Griffin Intaglio Gold Signet Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/sardonyx-griffin-intaglio-gold-signet-ring	A smart signet ring set with a sardonyx engraved with a griffin through the white band in the sardonyx. It was made circa 1910-1920 in Germany.	975	975	N/A 	instock	25206,25207,25208,25209,25210,25211,25212,25214,25213	simple	onyx/metals/gold	edwardian	antique-seals-signet-rings	male	N/A
53353	629K	Art Deco Sapphire, Emerald &amp; Diamond Square Ring	publish	available	https://www.antiquejewellerycompany.com/shop/art-deco-sapphire-emerald-diamond-square-ring	A wonderful 18ct gold Art Deco ring with a platinum top that was made circa 1920-1930. It is set with a square cut emerald that is surrounded by diamonds and sapphires on the outer edge. They are amazing contrasting colours. It is a fabulous ring and would make a great engagement or dress ring.	3500	3500	N/A 	instock	53354,53541,53853,53539,53540,53537,53538,53542	simple	platinum/precious-stones/diamond/gold/metals/sapphire/emerald	art-deco	antique-engagement-rings	female	N/A
4202	217D	Turquoise & Pearl Fringe Drop Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/turquoise-pearl-fringe-drop-earrings	These earrings are really stunning. Long and beautiful and set with turquoise and natural split pearls. They are articulated and were made circa 1870.	1500	1500	N/A	N/A	4203,4204,4205	N/A	pearl/turquoise/metals/gold	victorian	antique-earrings	female	N/A
25215	843F	Carved Carnelian Intaglio Crest Signet Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/carved-carnelian-intaglio-crest-signet-ring	A very finely carved carnelian intaglio of a crest with rearing Pegasus over a coronet. The shank is 14ct gold and most likely of German origin.	1275	1275	N/A 	instock	25216,25217,25218,25219,25220,25221,25222,25223,25224	simple	carnelian/metals/gold	art-deco	antique-seals-signet-rings	male	N/A
25225	838F	14ct Gold Sardonyx Intaglio Signet Ring	publish	available	https://www.antiquejewellerycompany.com/shop/14ct-gold-sardonyx-intaglio-signet-ring	A sardonyx and 14ct gold signet ring. The sardonyx has been engraved through the white band with a detailed crest. It is a good size and in excellent condition.	975	975	N/A 	instock	25226,25227,25228,25230,25229	simple	onyx/metals/gold	edwardian	antique-seals-signet-rings	male	N/A
25231	836F	Silver & Coral Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-coral-ring	A decent sized silver ring set with an oval good colour natural cabochon coral. It was made in the 1950-1960 period.	250	250	N/A 	instock	25232,25233,25234,25235,25236,25237,25238,25239,25240	simple	coral/silver/metals	mid-century	antique-rings	female	N/A
25241	834F	Art Deco Silver & Blue Paste Pendant on Silver Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-blue-paste-pendant-on-silver-chain-3	A neat and well designed Art Deco blue paste and silver pendant, made circa 1925. It looks so pretty on the neck especially when worn during the summer months.	250	250	N/A 	instock	25242,25243,25244	simple	paste/silver/metals	art-deco	antique-lockets-pendants	female	N/A
25246	820F	Ruby & Diamond Bow & Swag Pendant on Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/ruby-diamond-bow-swag-pendant-on-chain	A beautiful ruby and diamond pendant made at the turn of the 20th century, circa 1900. It is articulated so moves when worn. The rubies are a lovely deep red colour and the diamonds are old mine cut stones.	2500	2500	N/A 	instock	25247,25248,25249	simple	precious-stones/diamond/ruby/metals/gold	edwardian	antique-lockets-pendants	female	N/A
25250	833F	Art Deco Silver & Blue Paste Pendant on Silver Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-blue-paste-pendant-on-silver-chain-2	A pretty Art Deco pendant set with a faceted blue paste in a fine and ornate silver mount, typical of the period. It is as wearable today as it was in the 1920s.	325	325	N/A 	instock	25251,25252,25253	simple	paste/silver/metals	art-deco	antique-lockets-pendants	N/A	N/A
47899	239H	Georgian 18ct Gold Seal With Foxes Heads &amp; an Amethyst Base	publish	available	https://www.antiquejewellerycompany.com/shop/georgian-18ct-gold-seal-with-foxes-heads-an-amethyst-base	A neat 18ct gold seal that was made circa 1820. It has a foxes head on either side which is an unusual feature, and is set with a foiled  amethyst in the base which has not been engraved. It can be worn on its own or with a collection of other seals and watch keys on a chain or a charm bracelet.	375	375	N/A 	instock	47900,47903,47907,47901,47904,47905,47906,47902	simple	carnelian/metals	georgian	antique-seals-signet-rings	male	N/A
25254	832F	Art Deco Silver & Oval Blue Paste Pendant on Silver Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-oval-blue-paste-pendant-on-silver-chain	A really striking Art Deco silver and oval faceted blue paste pendant in the style so typical of the period. It looks beautiful on the neck especially when worn during the summer months.	375	375	N/A 	instock	25256,25257,25258	simple	paste/silver/metals	art-deco	antique-lockets-pendants	female	N/A
25259	835F	Art Deco Silver, Moonstone & Pearl Pendant on Silver Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-moonstone-pearl-pendant-on-silver-chain	A very pretty Art Deco silver pendant set with an oval moonstone with a pearl underneath. It has a delicate quality in the silver work and looks really good when worn.	375	375	N/A 	instock	25260,25261	simple	pearl/moonstone/silver/metals	art-deco	antique-lockets-pendants	female	N/A
25262	829F	Art Deco Aquamarine & Gold Pendant on gold Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-aquamarine-gold-pendant-on-gold-chain	A simple yet very effective rectangular aquamarine pendant set in 14ct gold, made circa 1920-1930. It looks beautiful on the neck.	675	675	N/A 	instock	25263,25264,25265	simple	aquamarine/metals/gold	art-deco	antique-lockets-pendants	female	N/A
25266	824F	Edwardian Diamond & Natural Pearl Flower Pendant on White Gold Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-diamond-natural-pearl-flower-pendant-on-white-gold-chain	A very pretty Edwardian drop pearl and diamond cluster pendant on a white gold chain. It was made circa 1910. 	1275	1275	N/A 	instock	25267,25268,25269	simple	pearl/precious-stones/diamond/metals/gold	edwardian	antique-lockets-pendants	female	N/A
25270	828F	Art Deco Silver, Onyx & Diamond Pendant on Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-onyx-diamond-pendant-on-chain	A good looking and stylish silver Art Deco pendant set with a rectangular onyx and a diamond. It is very striking when worn in a classic and smart way.	375	375	N/A 	instock	25271,25272,25273	simple	diamond/onyx/silver/metals	art-deco	antique-lockets-pendants	female	N/A
53365	213/O	Edwardian 18ct Gold &amp; Platinum, Two Stone Sapphire &amp; Diamond Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-platinum-two-stone-sapphire-diamond-ring	An unusual Edwardian 18ct white gold ring with a platinum top. It is set with two different size sapphires with three small diamonds in between. It was made circa 1900-1915 and would make a pretty engagement ring.	975	975	N/A 	instock	53366,53447,53443,53446,53441,53442,53445,53444	simple	platinum/precious-stones/diamond/gold/metals/sapphire	edwardian	antique-engagement-rings	female	N/A
4116	239D	Large Oval Silver Victorian Locket	publish	sold	https://www.antiquejewellerycompany.com/shop/large-oval-silver-victorian-locket	This locket is engraved on both sides. One side has a stylised flower with a decorative edge and the other side has a shield which could be engraved with initials or a crest.\r\nIt is silver and was made circa 1880.	295	295	N/A 	instock	4117,4118,4119	N/A	silver/metals	victorian	antique-lockets-pendants	female	forget-me-not
42449	2/J	Platinum &amp; Diamond Solitaire Ring with Diamond Shoulders	publish	available	https://www.antiquejewellerycompany.com/shop/platinum-diamond-solitaire-ring-with-diamond-shoulders	A good solitaire diamond ring with diamond shoulders. The centre diamonds weighs 1.61 carats and is a good clear white stone. It is complimented by the small white diamonds set in the shoulders. It would make a wonderful engagement ring.	6950	6950	N/A 	instock	42450,44608,42921,42923,42924,42919,42920,42922	simple	precious-stones/diamond	art-deco	antique-engagement-rings	female	N/A
42453	4/J	18ct White Gold Diamond Daisy Cluster Ring	publish	available	https://www.antiquejewellerycompany.com/shop/18ct-white-gold-diamond-daisy-cluster-ring	A very pretty 18ct white gold and diamond cluster ring, with an elegant target design. It would make a delightful engagement ring.	2950	2950	N/A 	instock	42454,44607,42927,42930,42931,42925,42926,42929,42928	simple	precious-stones/diamond/metals/gold	mid-century	antique-engagement-rings	female	N/A
25347	846F	Edwardian Diamond Flower Cluster Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-diamond-flower-cluster-ring	A natural looking flowerhead ring set with old mine cut diamonds in a white gold setting on an 18ct gold shank. It is unusual and pretty and would either be a lovely engagement ring or a dress ring.	1875	1875	N/A 	instock	25348,25349,25350,25351,25352,25353,25354,25355,25356	simple	precious-stones/diamond/metals/silver/gold	edwardian	antique-engagement-rings	female	N/A
25357	857F	Edwardian Fire Opal & Carved Cabochon Emerald Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-fire-opal-carved-cabochon-emerald-ring	A fine quality, oval fire opal and cabochon emerald ring, the likes of which rarely appear. Made circa 1910-20, the orange and green make a stunning contrast. The shank is platinum and the settings for the opal and 18 small emeralds are very finely worked.	2950	2950	N/A 	instock	25358,25359,25360,25361,25362,25363,25364,25365,25366	simple	platinum/precious-stones/fire-opal/metals/semi-precious-stones/emerald	edwardian	antique-rings	N/A	N/A
42457	6/J	Boat Shaped Diamond Cluster Ring with Diamond Shoulders	publish	available	https://www.antiquejewellerycompany.com/shop/boat-shaped-diamond-cluster-ring-with-diamond-shoulders	An impressive diamond cluster ring, comprising of 19 diamonds, totalling 1.50 carats. The ring was made circa 1910 and it was re-assayed in Birmingham in 1987. It curves nicely around the finger and would be ideal as an engagement ring or as a statement cocktail ring.	3750	3750	N/A 	instock	42458,44605,42942,42945,42946,42940,42941,42944,42943	simple	platinum/precious-stones/diamond/metals/gold	edwardian	antique-engagement-rings	female	N/A
25378	852F	Edwardian Emerald Five Stone  & Diamond  Boat Shaped Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-emerald-five-stone-diamond-boat-shaped-ring	An unusual and very impressive and pretty emerald and diamond ring. It was made in the Edwardian period, circa 1900-1910, and curves round the finger beautifully. The emeralds are well matched and complimented by old mine cut diamonds all around them. The top is platinum and the shank is 18ct gold.	5250	5250	N/A 	instock	25379,37707,25380,25381,25382,25383,25384,25385,25386,25387	simple	platinum/precious-stones/diamond/gold/metals/emerald	edwardian	antique-engagement-rings	female	N/A
25388	830F	Art Deco Rectangular Fire Opal Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-rectangular-fire-opal-ring	A fiery ring for a special fiery girl. It is from the Art Deco period, circa 1920-1930.	1275	1275	N/A 	instock	25949,25390,25391,25392,25393,25394,25395,25396,25397	simple	fire-opal/metals/gold	art-deco	antique-engagement-rings	female	decodence
42461	7/J	Edwardian 18ct Gold &amp; Platinum Diamond Cluster Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-platinum-diamond-cluster-ring-9	A pretty diamond ring with an inner and an outer cluster of diamonds. The top is platinum and the shank is 18ct gold. It was made circa 1900-1910.	1875	1875	N/A 	instock	42462,44604,42948,42952,42951,42947,42950,42949	simple	platinum/precious-stones/diamond/metals/gold	edwardian	antique-engagement-rings	female	N/A
25398	55/O	Ruby & Diamond Three Stone Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/ruby-diamond-three-stone-ring-5	An ideal engagement ring for ruby lovers. The ruby is a good deep red, possibly of Burma origin, and the diamonds are evenly matched and a good white colour. The shank is 18ct gold and the stones are set in platinum.	1875	1875	N/A 	instock	25399,25400,25401,25402,25403,25404,25405,25406	simple	platinum/precious-stones/diamond/gold/metals/ruby	art-deco	antique-engagement-rings	female	N/A
25407	841F	Victorian 18ct Gold Rub over Set Sapphire & Diamond Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-rub-over-set-sapphire-diamond-ring	A really smart late Victorian ring, circa 1880, in the rub over style which was so popular at the time. It has been set with a good natural sapphire and two bright white old mine cut diamonds.	1875	1875	N/A 	instock	25408,37708,25409,25410,25411,25412,25413,25414,25415,25416	simple	precious-stones/diamond/metals/gold/sapphire	victorian	antique-engagement-rings	female	the-classics
42465	9/J	Edwardian 18ct Gold &amp; Diamond Triple Cluster Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-diamond-triple-cluster-ring-2	Triple cluster rings were very popular in the 1900s. They look really pretty on the finger. We also have a ruby and diamond triple cluster and a sapphire and diamond triple cluster in stock. This ring has been set with well matched white diamonds.	1875	1875	N/A 	instock	42466,44527,42872,42875,42876,42870,42871,42874,42873	simple	precious-stones/diamond/metals/gold	edwardian	antique-engagement-rings	female	N/A
25417	972B/OJ	Edwardian Ruby & Diamond Cluster Ring	publish	available	https://www.antiquejewellerycompany.com/shop/edwardian-ruby-diamond-cluster-ring-5	For ruby lovers this ring is ideal. The ruby is a lovely colour red with a pinkish tinge. The diamonds are good white stones and compliment the ruby well. The shank is 18ct gold and the ring was made circa 1910.	2950	2950	N/A 	instock	25418,37709,25419,25420,25421,25422,25423,25424,25425,25426	simple	precious-stones/diamond/ruby/metals/gold	edwardian	antique-engagement-rings	female	N/A
25427	854F	Oval Diamond Solitaire Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/oval-diamond-solitaire-ring	An ideal engagement ring set with an good oval 60 point white diamond. The shank is 18ct gold.	2250	2250	N/A 	instock	25428,25429,25430,25431,25432,25433,25434,25435,25436	simple	precious-stones/diamond/metals/gold	modern	antique-engagement-rings	female	N/A
25437	856F	18ct Gold Signet Ring with Eagle Intaglio	publish	sold	https://www.antiquejewellerycompany.com/shop/18ct-gold-signet-ring-with-eagle-intaglio	A good quality 18ct gold signet ring with a well engraved intaglio of an eagle.	800	800	N/A 	instock	25438,25439,25440,25441,25442,25443,25444,25445,25446	simple	metals/gold	modern	antique-seals-signet-rings	male	N/A
42469	11/J	Art Deco Square Design Diamond Ring	publish	available	https://www.antiquejewellerycompany.com/shop/art-deco-square-design-diamond-ring	A typical stylish Art Deco platinum ring with stepped sides and set with graded white diamonds. It was made circa 1920-1930. 	1875	1875	N/A 	instock	42470,44550,42784,42789,42787,42782,42783,42786,42788,42785	simple	platinum/precious-stones/diamond/metals/gold	art-deco	antique-engagement-rings	female	N/A
25447	24F	"Gold Georgian Opening Hands ""Fede"" Gimmel Ring"	publish	sold	https://www.antiquejewellerycompany.com/shop/gold-georgian-opening-hands-fede-gimmel-ring	"An early Georgian ""Fede"" ring, or faith ring, composed of two hands clasped in friendship, love or betrothal. On one internal edge it says \"	1275	1275	N/A 	instock	25448,34402,25449,25450,25451,25452,25453,25454,25455,25456,25457	simple	metals/enamel/gold	georgian	antique-engagement-rings	female	N/A
25458	59F	"Georgian 15ct Gold Opening ""Fede"" Ring"	publish	sold	https://www.antiquejewellerycompany.com/shop/georgian-15ct-gold-opening-fede-ring	A rare 18th century ring with clasped hands that open to reveal a heart. It has two small cabochon rubies on each cuff. It was made circa 1780-1800.	1500	1500	N/A 	instock	25459,25460,25461,25462,25463,25464,25465,25466,25467,25468	simple	precious-stones/ruby/metals/gold	georgian	antique-engagement-rings	N/A	N/A
